input_weights
-2.302814511488459e+302
-2.304629749930367e+302
-3.960047024717399e+302
-2.3051968334403306e+302
-2.08642486803933e+302
-6.076913024001331e+301
-4.825898514171462e+301
-6.217520247957442e+299
-5.045698312539618e+301
-4.9797203453824016e+300
-5.798265442246532e+300
-2.384333452886424e+300
-6.818357067026083e+300
-1.0106797822023753e+301
-9.548742105578647e+300
-9.158008034950109e+300
-4.7059212885916125e+299
-1.6760685316741404e+300
-8.46115140777079e+298
-2.989923727802158e+300
-2.1610446179265163e+302
-3.3092323708727147e+302
-4.59421507618565e+301
-2.8997031358249284e+301
-2.2845108800981164e+302
-6.080620719562023e+300
-8.475411775311994e+300
-3.5314374178994863e+301
-3.091647682929294e+300
-1.4135161514175081e+302
-4.054136929754155e+302
-8.435482746196686e+301
-1.674585453449859e+302
-1.1380723989036456e+302
-4.485360937287929e+301
-1.2290535438164165e+301
-3.4083609391073608e+302
-2.4794025698276864e+301
-3.5955140027178845e+300
-5.519712929608672e+300
-3.4087222017517377e+302
-2.4176076438158596e+300
-4.0356840141558463e+300
-3.265529097814832e+301
-4.2783954697068337e+301
-4.10844040935098e+302
-7.7053519280879e+300
-1.077418302295128e+301
-9.450820915129172e+300
-9.018256433046494e+300
-8.558121907050866e+300
-7.905947764833922e+300
-8.587593333302659e+300
-2.9870716542939275e+301
-9.344343504154941e+300
-2.795222176306498e+301
-1.1063193138452658e+301
-1.3304922915927242e+301
-7.559896179167798e+300
-2.6250484569816712e+301
-8.187352350980019e+300
-1.8916852888969046e+301
-1.1862724411928568e+301
-3.2861781100144665e+302
-1.2101347895451051e+301
-2.231367243727973e+301
-2.878122446279263e+301
-1.711244104942412e+299
-5.9323128971336995e+299
-1.5534293708199327e+300
-4.393143893854933e+300
-3.829384030393346e+300
-4.4549388198667344e+300
-5.392320312907408e+300
-9.296808945684336e+300
-5.359996813147382e+300
-1.076762325388239e+302
-7.324124769153545e+301
-1.9683109971515487e+301
-2.6449179024223905e+301
-1.036481540540231e+302
-4.3556866617800725e+301
-5.590064076145204e+300
-8.046650057906966e+300
-6.013121646533737e+300
-3.156294682449323e+299
-1.800418936633307e+301
-1.0783689934645415e+301
-3.87648127092606e+302
-4.118137459278981e+302
